WG,chapter,report_page,chapter_page,line,col.index,line_reference,final_text,raw_text
WGI,02,353,67,3,col1,|,lig was likely between 5 and 10 m higher than modern. relative,lig was likely between 5 and 10 m higher than modern. relative
WGI,02,353,67,4,col1,|,"sea-level increase of 7 ± 2 m (fischer et al., 2018) implies a peak","sea-level increase of 7 ± 2 m (fischer et al., 2018) implies a peak_ indicate that lig sea level was substantially stable (t.-y. pan et al.,"
WGI,02,353,67,5,col1,>>>,eeco gmsl of 70–76 m (low confidence). changes in ocean basin,"eeco gmsl of 70–76 m (low confidence). changes in ocean basin_ 2018; polyak et al., 2018). in addition, there are uncertainties"
WGI,02,353,67,6,col1,|,size driven by plate tectonics contributed a comparable amount to,size driven by plate tectonics contributed a comparable amount to_ in the interpretation of local relative sea level from some gmsl
WGI,02,353,67,7,col2,|, in the interpretation of local relative sea level from some gmsl,size driven by plate tectonics contributed a comparable amount to_ in the interpretation of local relative sea level from some gmsl
WGI,02,353,67,8,col2,>>>," reconstructions (barlow et al., 2018). therefore, low confidence is","global mean geocentric sea level in the eocene, but are definitionally_ reconstructions (barlow et al., 2018). therefore, low confidence is"
WGI,02,353,67,9,col2,|, assigned to any gmsl rate of change estimated within the lig.,"excluded from gmsl assessment (wright et al., 2020)._ assigned to any gmsl rate of change estimated within the lig."
WGI,02,356,70,1,col1,|,increase of the upper overturning cell in the southern ocean since,"increase of the upper overturning cell in the southern ocean since_ mokeddem and mcmanus, 2016). north atlantic – arctic exchange"
WGI,02,356,70,2,col1,>>>,"the 1990s can be assessed with low confidence, and there is medium","the 1990s can be assessed with low confidence, and there is medium_ has also varied in the past, with indications of an increasing inflow of"
WGI,02,356,70,3,col1,|,confidence of a decrease in antarctic bottom water (aabw) volume,confidence of a decrease in antarctic bottom water (aabw) volume_ atlantic waters into the arctic during the late holocene (ślubowska
WGI,02,360,74,1,col1,|,"an increase in seasonal amplitude of atmospheric co2 signal, from","an increase in seasonal amplitude of atmospheric co2 signal, from"
WGI,02,360,74,2,col1,>>>,around 2009 to 2018 (low confidence).,around 2009 to 2018 (low confidence).
WGI,02,360,74,3,col1,|,−5,−5
WGI,02,362,76,1,col1,|,chapter 2,chapter 2_ changing state of the climate system
WGI,02,362,76,2,col1,>>>,low confidence in the long-term trends in the areal extent of these,low confidence in the long-term trends in the areal extent of these_ when subjected to the same environmental changes (edwards
WGI,02,362,76,3,col1,|,provinces because of insufficient length of direct observations.,"provinces because of insufficient length of direct observations._ and richardson, 2004). furthermore, different factors could be"
WGI,02,362,76,4,col1,|,in the distribution of many benthic invertebrates on the north-west,in the distribution of many benthic invertebrates on the north-west
WGI,02,362,76,5,col1,>>>,srocc expressed low confidence in satellite-based estimates of,"srocc expressed low confidence in satellite-based estimates of_ atlantic shelf, including some commercially important shellfish,"
WGI,02,362,76,6,col1,|,"trends in marine primary production, citing insufficient length of the","trends in marine primary production, citing insufficient length of the_ could be explained by phenology and larval transport, and the"
WGI,02,362,76,7,col1,|,"(2019) reported a decreasing trend in marine primary production, of","(2019) reported a decreasing trend in marine primary production, of_ (platt et al., 2003); northern shrimp in the north atlantic (koeller"
WGI,02,362,76,8,col1,>>>,–0.8 pgc (–2.1%) per decade globally. there is low confidence in this,"–0.8 pgc (–2.1%) per decade globally. there is low confidence in this_ et al., 2009; ouellet et al., 2011); sardine (sardinella aurita) off the"
WGI,02,362,76,9,col1,|,trend because of the small number of studies and the short length of,"trend because of the small number of studies and the short length of_ ivory coast (kassi et al., 2018); cod (gadus morhua) and haddock"
WGI,02,362,76,10,col1,|,"(trzcinski et al., 2013); and oil sardine (sardinella longiceps) off the","(trzcinski et al., 2013); and oil sardine (sardinella longiceps) off the"
WGI,02,362,76,11,col1,>>>,"in conclusion, there is low confidence because of the small number of","in conclusion, there is low confidence because of the small number of_ south-west coast of india. borstad et al. (2011) showed that fledgling"
WGI,02,362,76,12,col1,|,recent studies and the insufficient length of the time series analysed,recent studies and the insufficient length of the time series analysed_ production rate of rhinoceros auklets (cerorhinca monocerata)
WGI,02,362,76,13,col1,|,"in productivity is evident globally for the period 1998–2015, but","in productivity is evident globally for the period 1998–2015, but_ seasonal values of chlorophyll-a biomass in the vicinity of the island."
WGI,02,362,76,14,col1,>>>,regional changes are larger and of opposing signs (low confidence).,regional changes are larger and of opposing signs (low confidence).
WGI,02,362,76,15,col1,|,"in summary, new in situ data as well as satellite observations","in summary, new in situ data as well as satellite observations"
WGI,02,366,80,1,col1,|,"(i.e., green leaf area and/or mass) has increased globally since the","(i.e., green leaf area and/or mass) has increased globally since the_ evidence for each key indicator individually, this section integrates"
WGI,02,366,80,2,col1,>>>,"early 1980s. however, there is low confidence in the magnitude of","early 1980s. however, there is low confidence in the magnitude of_ the evidence across multiple indicators to arrive at a holistic and"
WGI,02,366,80,3,col1,|,this increase owing to the large range in available estimates.,this increase owing to the large range in available estimates._ robust final assessment.
WGI,02,368,82,1,col1,|,"of mpwp climate show that global tropical cyclone intensity and duration increased during the mpwp (yan et al., 2016); however,","of mpwp climate show that global tropical cyclone intensity and duration increased during the mpwp (yan et al., 2016); however,"
WGI,02,368,82,2,col1,>>>,there is low confidence in this result because inter-model variability is high.,there is low confidence in this result because inter-model variability is high.
WGI,02,368,82,3,col1,|,summary,summary
WGI,02,373,87,1,col1,|,"than over the period from 1850 and possibly as far back as 1400,","than over the period from 1850 and possibly as far back as 1400,_ the iob dominated during 1940–1975 (du et al., 2014). evidence for"
WGI,02,373,87,2,col1,>>>,but low confidence that they are outside the range of variability over,"but low confidence that they are outside the range of variability over_ changes in iob characteristics during earlier periods (e.g., mh, lgm)"
WGI,02,373,87,3,col1,|,"periods prior to 1400, or higher than the average of the holocene","periods prior to 1400, or higher than the average of the holocene_ is limited."
WGI,02,373,87,4,col2,|," el niño events in the last 20–30 years have been based in the central,","of cp el niño events, particularly after 2000 (yu and kim, 2013;_ el niño events in the last 20–30 years have been based in the central,"
WGI,02,373,87,5,col2,>>>," rather than eastern pacific, but there is low confidence that this","lübbecke and mcphaden, 2014; pascolini-campbell et al., 2015;_ rather than eastern pacific, but there is low confidence that this"
WGI,02,373,87,6,col2,|, represents a long-term change.,"jiang and zhu, 2018). johnson (2013) found that the frequency of_ represents a long-term change."
WGI,02,374,88,1,col2,|," independent of enso (sun et al., 2015).","and oceanic mechanisms (dong et al., 2016; krishnamurthy and_ independent of enso (sun et al., 2015)."
WGI,02,374,88,2,col2,>>>," to summarize, there is low confidence in any multi-decadal iod","events in the 1960s and 1990s were linked to a relatively shallow_ to summarize, there is low confidence in any multi-decadal iod"
WGI,02,374,88,3,col2,|, variability trend in the instrumental period due to data uncertainties,"eastern indian ocean thermocline, and a primarily negative iod_ variability trend in the instrumental period due to data uncertainties"
WGI,02,374,88,4,col2,|, iod nor the iob have exhibited behaviour outside the range implied,"2020a, b). earlier observations of apparent changes in the frequency_ iod nor the iob have exhibited behaviour outside the range implied"
WGI,02,374,88,5,col2,>>>, by proxy records (low confidence).,"and/or magnitude of the iod events are considered unreliable,_ by proxy records (low confidence)."
WGI,02,374,88,6,col2,|, −0.9,2.0_ −0.9
WGI,02,376,90,1,col1,|,indices of the amv and pdv based on area averages for the regions indicated in,indices of the amv and pdv based on area averages for the regions indicated in
WGI,02,376,90,2,col1,>>>,oscillatory behaviour from trends in the amv. there is low confidence,oscillatory behaviour from trends in the amv. there is low confidence
